Filename,Labels
5121_train.jpg,billiards
14764_train.jpg,motorbikes-101
11231_train.jpg,floppy-disk
7191_train.jpg,clutter
19950_train.jpg,zebra
5879_train.jpg,binoculars
5479_train.jpg,golden-gate-bridge
17099_train.jpg,scorpion-101
16392_train.jpg,penguin
20986_train.jpg,microscope
17445_train.jpg,lathe
19175_train.jpg,tweezer
3388_train.jpg,yarmulke
21225_train.jpg,top-hat
2661_train.jpg,beer-mug
4460_train.jpg,umbrella-101
12416_train.jpg,leopards-101
4134_train.jpg,grapes
1003_train.jpg,snake
15083_train.jpg,skunk
6765_train.jpg,clutter
3806_train.jpg,cactus
17199_train.jpg,conch
13257_train.jpg,wheelbarrow
11025_train.jpg,horse
5129_train.jpg,billiards
1366_train.jpg,bear
17597_train.jpg,faces-easy-101
20731_train.jpg,joy-stick
1009_train.jpg,snake
19352_train.jpg,paper-shredder
4386_train.jpg,french-horn
11549_train.jpg,t-shirt
17047_train.jpg,sushi
16866_train.jpg,birdbath
1044_train.jpg,snake
17327_train.jpg,swiss-army-knife
18723_train.jpg,helicopter-101
13118_train.jpg,camel
3002_train.jpg,electric-guitar-101
18296_train.jpg,golf-ball
11773_train.jpg,bulldozer
1966_train.jpg,ak47
21222_train.jpg,top-hat
19982_train.jpg,comet
5057_train.jpg,billiards
15609_train.jpg,hammock
3020_train.jpg,electric-guitar-101
21267_train.jpg,fire-hydrant
17242_train.jpg,conch
11818_train.jpg,hawksbill-101
8012_train.jpg,airplanes-101
4152_train.jpg,tricycle
10528_train.jpg,calculator
12853_train.jpg,cannon
20981_train.jpg,microscope
17484_train.jpg,lathe
8510_train.jpg,house-fly
10222_train.jpg,soccer-ball
7303_train.jpg,head-phones
1469_train.jpg,socks
14891_train.jpg,motorbikes-101
14424_train.jpg,motorbikes-101
970_train.jpg,snake
10590_train.jpg,calculator
13803_train.jpg,bathtub
10306_train.jpg,soccer-ball
11566_train.jpg,t-shirt
18741_train.jpg,helicopter-101
18020_train.jpg,tower-pisa
1903_train.jpg,welding-mask
13962_train.jpg,elephant-101
13088_train.jpg,camel
732_train.jpg,skateboard
16646_train.jpg,cd
12645_train.jpg,radio-telescope
761_train.jpg,skateboard
7770_train.jpg,airplanes-101
8769_train.jpg,roulette-wheel
737_train.jpg,skateboard
18887_train.jpg,sneaker
10833_train.jpg,football-helmet
20006_train.jpg,comet
20898_train.jpg,llama-101
12296_train.jpg,screwdriver
14609_train.jpg,motorbikes-101
18988_train.jpg,cartman
5762_train.jpg,tennis-court
15924_train.jpg,cockroach
14097_train.jpg,spoon
5882_train.jpg,binoculars
586_train.jpg,ostrich
19554_train.jpg,gorilla
8919_train.jpg,kayak
4212_train.jpg,hot-dog
10223_train.jpg,soccer-ball
12479_train.jpg,leopards-101
16464_train.jpg,penguin
16360_train.jpg,snowmobile
18619_train.jpg,ibis-101
19466_train.jpg,brain-101
17348_train.jpg,flashlight
3192_train.jpg,goose
6340_train.jpg,bonsai-101
3483_train.jpg,desk-globe
3100_train.jpg,computer-mouse
20208_train.jpg,minaret
6792_train.jpg,clutter
15594_train.jpg,hammock
7923_train.jpg,airplanes-101
13576_train.jpg,cereal-box
5465_train.jpg,dice
11348_train.jpg,t-shirt
8950_train.jpg,kayak
9392_train.jpg,light-house
3656_train.jpg,cake
13133_train.jpg,car-tire
7808_train.jpg,airplanes-101
13911_train.jpg,elephant-101
3194_train.jpg,goose
1492_train.jpg,socks
16763_train.jpg,pci-card
18301_train.jpg,golf-ball
14406_train.jpg,motorbikes-101
5088_train.jpg,billiards
11327_train.jpg,t-shirt
19497_train.jpg,brain-101
12038_train.jpg,xylophone
12193_train.jpg,hot-tub
18555_train.jpg,iguana
7141_train.jpg,clutter
17490_train.jpg,faces-easy-101
6300_train.jpg,bonsai-101
5188_train.jpg,raccoon
18861_train.jpg,sneaker
17945_train.jpg,grand-piano-101
17358_train.jpg,flashlight
9976_train.jpg,megaphone
16691_train.jpg,cd
20374_train.jpg,breadmaker
16974_train.jpg,necktie
13892_train.jpg,elephant-101
4837_train.jpg,tripod
15526_train.jpg,hammock
1731_train.jpg,theodolite
17494_train.jpg,faces-easy-101
323_train.jpg,buddha-101
16987_train.jpg,sushi
6011_train.jpg,grasshopper
20265_train.jpg,minaret
5340_train.jpg,sheet-music
608_train.jpg,ostrich
12846_train.jpg,cannon
10946_train.jpg,telephone-box
3157_train.jpg,goose
1300_train.jpg,chopsticks
5017_train.jpg,billiards
12643_train.jpg,radio-telescope
12463_train.jpg,leopards-101
8013_train.jpg,airplanes-101
14852_train.jpg,motorbikes-101
11708_train.jpg,boom-box
16210_train.jpg,watch-101
16673_train.jpg,cd
2955_train.jpg,unicorn
14547_train.jpg,motorbikes-101
13700_train.jpg,revolver-101
13631_train.jpg,superman
7634_train.jpg,airplanes-101
3265_train.jpg,sunflower-101
20913_train.jpg,washing-machine
4442_train.jpg,umbrella-101
7905_train.jpg,airplanes-101
4997_train.jpg,billiards
19108_train.jpg,palm-pilot
12338_train.jpg,paperclip
2634_train.jpg,beer-mug
2036_train.jpg,dumb-bell
2611_train.jpg,vcr
6753_train.jpg,clutter
15336_train.jpg,mandolin
20370_train.jpg,breadmaker
15116_train.jpg,guitar-pick
15627_train.jpg,hammock
19294_train.jpg,snail
20623_train.jpg,saturn
8810_train.jpg,tennis-shoes
8357_train.jpg,toad
11400_train.jpg,t-shirt
13105_train.jpg,camel
11120_train.jpg,horse
11929_train.jpg,ladder
18828_train.jpg,sneaker
3745_train.jpg,frisbee
15941_train.jpg,cockroach
3474_train.jpg,hummingbird
12721_train.jpg,pram
10276_train.jpg,soccer-ball
8620_train.jpg,ice-cream-cone
2940_train.jpg,unicorn
14193_train.jpg,coin
20287_train.jpg,killer-whale
6049_train.jpg,grasshopper
5000_train.jpg,billiards
14236_train.jpg,coin
349_train.jpg,butterfly
10967_train.jpg,telephone-box
6092_train.jpg,traffic-light
14689_train.jpg,motorbikes-101
6686_train.jpg,spaghetti
2511_train.jpg,photocopier
10857_train.jpg,football-helmet
4282_train.jpg,car-side-101
14235_train.jpg,coin
12550_train.jpg,coffin
18358_train.jpg,owl
11671_train.jpg,boom-box
5926_train.jpg,binoculars
6738_train.jpg,clutter
12801_train.jpg,cannon
6589_train.jpg,people
10277_train.jpg,soccer-ball
3527_train.jpg,desk-globe
5853_train.jpg,binoculars
17721_train.jpg,faces-easy-101
16497_train.jpg,rifle
3532_train.jpg,desk-globe
16529_train.jpg,rifle
811_train.jpg,homer-simpson
20681_train.jpg,human-skeleton
21093_train.jpg,steering-wheel
2729_train.jpg,school-bus
4931_train.jpg,billiards
10709_train.jpg,frying-pan
16712_train.jpg,pci-card
9913_train.jpg,covered-wagon
11303_train.jpg,bat
8392_train.jpg,toad
8550_train.jpg,fire-extinguisher
11866_train.jpg,ladder
19702_train.jpg,tuning-fork
519_train.jpg,gas-pump
13688_train.jpg,revolver-101
676_train.jpg,stained-glass
14064_train.jpg,mars
20183_train.jpg,triceratops
697_train.jpg,stained-glass
9030_train.jpg,lightning
4683_train.jpg,backpack
5967_train.jpg,binoculars
8441_train.jpg,swan
9204_train.jpg,tambourine
8856_train.jpg,license-plate
9516_train.jpg,syringe
3989_train.jpg,microwave
4472_train.jpg,umbrella-101
1590_train.jpg,kangaroo-101
19138_train.jpg,palm-pilot
7121_train.jpg,clutter
15828_train.jpg,touring-bike
20044_train.jpg,comet
7931_train.jpg,airplanes-101
8288_train.jpg,treadmill
7453_train.jpg,giraffe
8599_train.jpg,ice-cream-cone
15001_train.jpg,baseball-bat
14760_train.jpg,motorbikes-101
7264_train.jpg,clutter
17755_train.jpg,faces-easy-101
14773_train.jpg,motorbikes-101
500_train.jpg,gas-pump
20035_train.jpg,comet
5173_train.jpg,tennis-racket
17179_train.jpg,fern
16432_train.jpg,penguin
20085_train.jpg,frog
4300_train.jpg,car-side-101
852_train.jpg,yo-yo
18899_train.jpg,dolphin-101
179_train.jpg,hot-air-balloon
331_train.jpg,buddha-101
5554_train.jpg,mussels
3835_train.jpg,cactus
9012_train.jpg,lightning
7298_train.jpg,head-phones
115_train.jpg,mattress
3566_train.jpg,sextant
12017_train.jpg,ladder
20105_train.jpg,frog
13744_train.jpg,bathtub
9175_train.jpg,picnic-table
16479_train.jpg,penguin
2403_train.jpg,centipede
21317_train.jpg,goldfish
7093_train.jpg,clutter
17966_train.jpg,grand-piano-101
548_train.jpg,gas-pump
21154_train.jpg,jesus-christ
2161_train.jpg,laptop-101
13951_train.jpg,elephant-101
14854_train.jpg,motorbikes-101
10304_train.jpg,soccer-ball
3751_train.jpg,frisbee
13797_train.jpg,bathtub
19257_train.jpg,snail
7823_train.jpg,airplanes-101
577_train.jpg,ostrich
10131_train.jpg,teapot
8901_train.jpg,license-plate
1743_train.jpg,theodolite
12117_train.jpg,hot-tub
6616_train.jpg,people
20682_train.jpg,human-skeleton
7304_train.jpg,head-phones
19941_train.jpg,zebra
10256_train.jpg,soccer-ball
3026_train.jpg,electric-guitar-101
15712_train.jpg,chandelier-101
9384_train.jpg,light-house
237_train.jpg,chess-board
4073_train.jpg,grapes
7806_train.jpg,airplanes-101
20978_train.jpg,microscope
16756_train.jpg,pci-card
1301_train.jpg,chopsticks
20395_train.jpg,breadmaker
1271_train.jpg,spider
7101_train.jpg,clutter
20187_train.jpg,triceratops
4120_train.jpg,grapes
7368_train.jpg,head-phones
2477_train.jpg,rotary-phone
5535_train.jpg,mussels
16577_train.jpg,trilobite-101
1432_train.jpg,socks
9500_train.jpg,syringe
5524_train.jpg,golden-gate-bridge
21138_train.jpg,jesus-christ
18793_train.jpg,wine-bottle
1791_train.jpg,octopus
3101_train.jpg,computer-mouse
11747_train.jpg,bulldozer
20743_train.jpg,joy-stick
18259_train.jpg,golf-ball
5415_train.jpg,dice
1386_train.jpg,bear
8283_train.jpg,treadmill
6681_train.jpg,spaghetti
18622_train.jpg,ibis-101
16901_train.jpg,birdbath
11572_train.jpg,t-shirt
16202_train.jpg,watch-101
20098_train.jpg,frog
6261_train.jpg,harpsichord
3525_train.jpg,desk-globe
19788_train.jpg,goat
4903_train.jpg,skyscraper
20036_train.jpg,comet
8627_train.jpg,ice-cream-cone
6936_train.jpg,clutter
3102_train.jpg,computer-mouse
10882_train.jpg,duck
1101_train.jpg,tombstone
1704_train.jpg,theodolite
14814_train.jpg,motorbikes-101
12682_train.jpg,pram
6244_train.jpg,harpsichord
15314_train.jpg,mandolin
3116_train.jpg,computer-mouse
9064_train.jpg,lightning
14643_train.jpg,motorbikes-101
16299_train.jpg,snowmobile
15744_train.jpg,pyramid
1541_train.jpg,cormorant
15721_train.jpg,pyramid
4214_train.jpg,hot-dog
4415_train.jpg,umbrella-101
12489_train.jpg,leopards-101
3269_train.jpg,sunflower-101
8455_train.jpg,swan
2560_train.jpg,photocopier
8192_train.jpg,fried-egg
9577_train.jpg,refrigerator
16409_train.jpg,penguin
15387_train.jpg,harp
518_train.jpg,gas-pump
3306_train.jpg,bowling-ball
8688_train.jpg,windmill
18489_train.jpg,pez-dispenser
12944_train.jpg,minotaur
219_train.jpg,chess-board
1845_train.jpg,menorah-101
15860_train.jpg,waterfall
6730_train.jpg,clutter
372_train.jpg,butterfly
8342_train.jpg,toad
6899_train.jpg,clutter
2211_train.jpg,soda-can
21197_train.jpg,top-hat
2706_train.jpg,school-bus
5013_train.jpg,billiards
4138_train.jpg,grapes
14225_train.jpg,coin
16217_train.jpg,watch-101
6026_train.jpg,grasshopper
7473_train.jpg,giraffe
14862_train.jpg,motorbikes-101
964_train.jpg,fireworks
13120_train.jpg,camel
683_train.jpg,stained-glass
10823_train.jpg,football-helmet
8902_train.jpg,license-plate
17617_train.jpg,faces-easy-101
2293_train.jpg,teddy-bear
1939_train.jpg,welding-mask
2426_train.jpg,centipede
17715_train.jpg,faces-easy-101
18304_train.jpg,golf-ball
19619_train.jpg,gorilla
5081_train.jpg,billiards
17756_train.jpg,faces-easy-101
7410_train.jpg,harmonica
19020_train.jpg,cartman
3386_train.jpg,yarmulke
7692_train.jpg,airplanes-101
1603_train.jpg,kangaroo-101
14489_train.jpg,motorbikes-101
9494_train.jpg,syringe
16115_train.jpg,watch-101
11509_train.jpg,t-shirt
2950_train.jpg,unicorn
5393_train.jpg,doorknob
17440_train.jpg,lathe
149_train.jpg,hot-air-balloon
5279_train.jpg,raccoon
282_train.jpg,buddha-101
17873_train.jpg,sword
18324_train.jpg,owl
13367_train.jpg,fire-truck
9919_train.jpg,covered-wagon
12593_train.jpg,coffin
11568_train.jpg,t-shirt
14087_train.jpg,spoon
14600_train.jpg,motorbikes-101
11196_train.jpg,floppy-disk
15140_train.jpg,guitar-pick
12360_train.jpg,paperclip
13014_train.jpg,playing-card
18944_train.jpg,dolphin-101
13550_train.jpg,cereal-box
17383_train.jpg,flashlight
10403_train.jpg,canoe
4904_train.jpg,skyscraper
12513_train.jpg,leopards-101
12671_train.jpg,radio-telescope
11628_train.jpg,blimp
84_train.jpg,mattress
4467_train.jpg,umbrella-101
8266_train.jpg,treadmill
20570_train.jpg,bowling-pin
5548_train.jpg,mussels
6278_train.jpg,bonsai-101
16878_train.jpg,birdbath
3784_train.jpg,cactus
10035_train.jpg,iris
12465_train.jpg,leopards-101
2069_train.jpg,dumb-bell
20361_train.jpg,breadmaker
5487_train.jpg,golden-gate-bridge
17163_train.jpg,fern
9988_train.jpg,megaphone
4224_train.jpg,hot-dog
13095_train.jpg,camel
10127_train.jpg,teapot
4757_train.jpg,smokestack
3569_train.jpg,sextant
8868_train.jpg,license-plate
6993_train.jpg,clutter
1594_train.jpg,kangaroo-101
7447_train.jpg,harmonica
7909_train.jpg,airplanes-101
3949_train.jpg,microwave
18207_train.jpg,american-flag
6336_train.jpg,bonsai-101
4010_train.jpg,microwave
5273_train.jpg,raccoon
11288_train.jpg,bat
3932_train.jpg,teepee
6126_train.jpg,traffic-light
12194_train.jpg,hot-tub
1124_train.jpg,baseball-glove
16598_train.jpg,trilobite-101
1588_train.jpg,kangaroo-101
9742_train.jpg,mushroom
12399_train.jpg,paperclip
13348_train.jpg,fire-truck
19837_train.jpg,ipod
9282_train.jpg,light-house
20614_train.jpg,saturn
13747_train.jpg,bathtub
16454_train.jpg,penguin
15244_train.jpg,palm-tree
12822_train.jpg,cannon
795_train.jpg,homer-simpson
3934_train.jpg,microwave
12848_train.jpg,cannon
20255_train.jpg,minaret
15813_train.jpg,touring-bike
2148_train.jpg,laptop-101
19190_train.jpg,tweezer
10163_train.jpg,teapot
9962_train.jpg,megaphone
5615_train.jpg,mussels
5960_train.jpg,binoculars
20091_train.jpg,frog
6568_train.jpg,people
17446_train.jpg,lathe
12339_train.jpg,paperclip
19024_train.jpg,cartman
15830_train.jpg,touring-bike
12216_train.jpg,stirrups
8784_train.jpg,tennis-shoes
19188_train.jpg,tweezer
19368_train.jpg,paper-shredder
15542_train.jpg,hammock
11937_train.jpg,ladder
10074_train.jpg,iris
11270_train.jpg,bat
7257_train.jpg,clutter
15982_train.jpg,cockroach
3220_train.jpg,sunflower-101
8947_train.jpg,kayak
7056_train.jpg,clutter
7854_train.jpg,airplanes-101
4382_train.jpg,french-horn
3543_train.jpg,sextant
21256_train.jpg,fire-hydrant
1249_train.jpg,spider
6848_train.jpg,clutter
9127_train.jpg,toaster
1239_train.jpg,spider
19116_train.jpg,palm-pilot
6299_train.jpg,bonsai-101
5636_train.jpg,mussels
14855_train.jpg,motorbikes-101
18794_train.jpg,wine-bottle
1229_train.jpg,spider
11256_train.jpg,bat
13438_train.jpg,ketch-101
321_train.jpg,buddha-101
20849_train.jpg,llama-101
2371_train.jpg,centipede
13622_train.jpg,superman
17075_train.jpg,scorpion-101
7387_train.jpg,harmonica
20269_train.jpg,minaret
12198_train.jpg,hot-tub
10725_train.jpg,frying-pan
12992_train.jpg,playing-card
7009_train.jpg,clutter
7373_train.jpg,head-phones
17226_train.jpg,conch
13573_train.jpg,cereal-box
6232_train.jpg,harpsichord
6889_train.jpg,clutter
20464_train.jpg,hibiscus
8475_train.jpg,swan
18405_train.jpg,rainbow
12456_train.jpg,leopards-101
19112_train.jpg,palm-pilot
17949_train.jpg,grand-piano-101
2335_train.jpg,teddy-bear
2887_train.jpg,lightbulb
11440_train.jpg,t-shirt
5392_train.jpg,doorknob
19915_train.jpg,zebra
17436_train.jpg,lathe
10147_train.jpg,teapot
13564_train.jpg,cereal-box
5847_train.jpg,binoculars
6283_train.jpg,bonsai-101
19827_train.jpg,ipod
5441_train.jpg,dice
19572_train.jpg,gorilla
8964_train.jpg,kayak
21169_train.jpg,jesus-christ
1464_train.jpg,socks
8098_train.jpg,airplanes-101
1099_train.jpg,tombstone
5587_train.jpg,mussels
10654_train.jpg,horseshoe-crab
10393_train.jpg,canoe
18767_train.jpg,wine-bottle
2014_train.jpg,ak47
15991_train.jpg,cockroach
5076_train.jpg,billiards
6678_train.jpg,spaghetti
7656_train.jpg,airplanes-101
16450_train.jpg,penguin
9861_train.jpg,mushroom
5792_train.jpg,chimp
8554_train.jpg,fire-extinguisher
11949_train.jpg,ladder
10933_train.jpg,duck
1075_train.jpg,tombstone
15484_train.jpg,hammock
1376_train.jpg,bear
16411_train.jpg,penguin
11644_train.jpg,blimp
821_train.jpg,homer-simpson
4159_train.jpg,tricycle
13079_train.jpg,camel
1971_train.jpg,ak47
16469_train.jpg,penguin
15327_train.jpg,mandolin
15718_train.jpg,pyramid
18419_train.jpg,rainbow
1739_train.jpg,theodolite
2856_train.jpg,lightbulb
10038_train.jpg,iris
19328_train.jpg,snail
5509_train.jpg,golden-gate-bridge
4852_train.jpg,tripod
8002_train.jpg,airplanes-101
14276_train.jpg,knife
6452_train.jpg,tomato
12554_train.jpg,coffin
4651_train.jpg,backpack
11313_train.jpg,bat
13856_train.jpg,bathtub
4383_train.jpg,french-horn
20127_train.jpg,frog
13147_train.jpg,car-tire
186_train.jpg,hot-air-balloon
10226_train.jpg,soccer-ball
17636_train.jpg,faces-easy-101
11573_train.jpg,t-shirt
14682_train.jpg,motorbikes-101
9876_train.jpg,mushroom
3492_train.jpg,desk-globe
18731_train.jpg,helicopter-101
14730_train.jpg,motorbikes-101
19133_train.jpg,palm-pilot
2654_train.jpg,beer-mug
7084_train.jpg,clutter
4883_train.jpg,skyscraper
5097_train.jpg,billiards
10932_train.jpg,duck
18854_train.jpg,sneaker
13196_train.jpg,video-projector
163_train.jpg,hot-air-balloon
13872_train.jpg,bathtub
10666_train.jpg,frying-pan
11788_train.jpg,bulldozer
18839_train.jpg,sneaker
19859_train.jpg,ipod
5813_train.jpg,chimp
9452_train.jpg,fighter-jet
10071_train.jpg,iris
9247_train.jpg,tambourine
6386_train.jpg,mountain-bike
11841_train.jpg,hawksbill-101
5788_train.jpg,chimp
6632_train.jpg,spaghetti
9359_train.jpg,light-house
14300_train.jpg,knife
14468_train.jpg,motorbikes-101
629_train.jpg,ostrich
17170_train.jpg,fern
3789_train.jpg,cactus
8703_train.jpg,windmill
11640_train.jpg,blimp
15346_train.jpg,mandolin
8634_train.jpg,ice-cream-cone
18036_train.jpg,hourglass
15623_train.jpg,hammock
13470_train.jpg,ketch-101
4325_train.jpg,car-side-101
16605_train.jpg,trilobite-101
17644_train.jpg,faces-easy-101
10396_train.jpg,canoe
15711_train.jpg,chandelier-101
16347_train.jpg,snowmobile
21309_train.jpg,goldfish
7840_train.jpg,airplanes-101
3849_train.jpg,teepee
19299_train.jpg,snail
13703_train.jpg,revolver-101
15052_train.jpg,skunk
17912_train.jpg,grand-piano-101
9717_train.jpg,elk
14166_train.jpg,coin
21203_train.jpg,top-hat
13835_train.jpg,bathtub
8082_train.jpg,airplanes-101
5660_train.jpg,ewer-101
18505_train.jpg,pez-dispenser
15616_train.jpg,hammock
2708_train.jpg,school-bus
8598_train.jpg,fire-extinguisher
1319_train.jpg,chopsticks
11064_train.jpg,horse
1005_train.jpg,snake
9375_train.jpg,light-house
8508_train.jpg,house-fly
834_train.jpg,yo-yo
16917_train.jpg,necktie
12813_train.jpg,cannon
17523_train.jpg,faces-easy-101
9267_train.jpg,tambourine
2821_train.jpg,boxing-glove
9349_train.jpg,light-house
9324_train.jpg,light-house
12028_train.jpg,ladder
9911_train.jpg,covered-wagon
2541_train.jpg,photocopier
3432_train.jpg,hummingbird
2557_train.jpg,photocopier
1829_train.jpg,menorah-101
12018_train.jpg,ladder
11476_train.jpg,t-shirt
10034_train.jpg,iris
9528_train.jpg,syringe
15119_train.jpg,guitar-pick
9938_train.jpg,covered-wagon
